,UF,CODIGO DO MUNICIPIO,NOME DO MUNICIPIO,ESPECTRO
2587,PB,19100,CURRAL DE CIMA,D
2588,PB,19550,BORBOREMA,D
2589,PB,21393,PITIMBU,D
2590,PB,22357,TEIXEIRA,D
2591,PB,20273,GUARABIRA,D
2592,PB,19704,COXIXOLA,E
2593,PB,22438,VÁRZEA,D
2594,PB,21334,PILÕES,D
2595,PB,21512,QUEIMADAS,D
2596,PB,19062,CAPIM,D
2597,PB,19941,BOA VISTA,E
2598,PB,19518,BOQUEIRÃO,D
2599,PB,22012,SÃO MIGUEL DE TAIPU,D
2600,PB,20176,DUAS ESTRADAS,D
2601,PB,20672,LAGOA SECA,D
2602,PB,20893,MOGEIRO,D
2603,PB,21059,NOVA OLINDA,D
2604,PB,21555,REMÍGIO,D
2605,PB,19984,MATURÉIA,E
2606,PB,19267,SANTO ANDRÉ,D
2607,PB,19356,BARRA DE SÃO MIGUEL,D
2608,PB,19771,CALDAS BRANDÃO,D
2609,PB,19453,BOM JESUS,D
2610,PB,19402,SÃO BENTINHO,D
2611,PB,19593,BREJO DOS SANTOS,C
2612,PB,19879,CATOLÉ DO ROCHA,D
2613,PB,19526,POÇO DE JOSÉ DE MOURA,D
2614,PB,20370,INGÁ,D
2615,PB,21636,SALGADO DE SÃO FÉLIX,E
2616,PB,21733,SANTANA DOS GARROTES,D
2617,PB,19330,BARRA DE SANTA ROSA,D
2618,PB,19410,BELÉM DO BREJO DO CRUZ,E
2619,PB,19950,CONGO,D
2620,PB,19003,RIACHÃO DO POÇO,D
2621,PB,21857,SÃO JOSÉ DA LAGOA TAPADA,D
2622,PB,19674,CACHOEIRA DOS ÍNDIOS,D
2623,PB,21199,PAULISTA,D
2624,PB,19615,CAAPORÃ,D
2625,PB,22373,TRIUNFO,D
2626,PB,20290,GURINHÉM,D
2627,PB,20435,ITAPOROROCA,D
2628,PB,21814,SÃO JOÃO DO CARIRI,D
2629,PB,19259,AROEIRAS,D
2630,PB,21598,RIO TINTO,D
2631,PB,19291,BAÍA DA TRAIÇÃO,D
2632,PB,19976,COREMAS,C
2633,PB,19305,BARAÚNA,D
2634,PB,21539,QUIXABA,D
2635,PB,21458,PRATA,D
2636,PB,21156,PASSAGEM,D
2637,PB,19658,CABEDELO,D
2638,PB,20575,JUNCO DO SERIDÓ,D
2639,PB,19640,POÇO DANTAS,D
2640,PB,20451,ITATUBA,D
2641,PB,19348,ZABELÊ,D
2642,PB,19496,BONITO DE SANTA FÉ,D
2643,PB,21253,PEDRAS DE FOGO,E
2644,PB,20494,JERICÓ,E
2645,PB,21270,PIANCÓ,D
2646,PB,19801,CATURITÉ,E
2647,PB,19070,ALAGOA NOVA,E
2648,PB,22217,SOLÂNEA,C
2649,PB,20052,CUITEGI,D
2650,PB,21350,PILÕEZINHOS,E
2651,PB,21750,SANTA RITA,E
2652,PB,19135,SÃO JOÃO DO RIO DO PEIXE,D
2653,PB,21016,NAZAREZINHO,E
2654,PB,22276,SUMÉ,D
2655,PB,19216,AREIA,D
2656,PB,19143,MATINHAS,D
2657,PB,20257,FREI MARTINHO,D
2658,PB,22136,SERRA DA RAIZ,D
2659,PB,22292,TACIMA,E
2660,PB,20192,EMAS,E
2661,PB,20214,ESPERANÇA,D
2662,PB,22390,UIRAÚNA,D
2663,PB,21490,PUXINANÃ,D
2664,PB,22411,UMBUZEIRO,E
2665,PB,20001,SANTA CECÍLIA,D
2666,PB,19895,CONCEIÇÃO,E
2667,PB,21075,NOVA PALMEIRA,D
2668,PB,19437,BOA VENTURA,D
2669,PB,19585,AMPARO,D
2670,PB,19666,JOCA CLAUDINO,D
2671,PB,19089,CUITÉ DE MAMANGUAPE,D
2672,PB,21296,PICUÍ,D
2673,PB,22314,TAPEROÁ,D
2674,PB,22055,SÃO SEBASTIÃO DO UMBUZEIRO,D
2675,PB,19194,ARARUNA,D
2676,PB,19933,CONDE,D
2677,PB,19992,CRUZ DO ESPÍRITO SANTO,D
2678,PB,21210,PEDRA BRANCA,D
2679,PB,20150,DONA INÊS,D
2680,PB,19747,PEDRO RÉGIS,D
2681,PB,19569,SANTA INÊS,C
2682,PB,19054,ALAGOA GRANDE,D
2683,PB,20230,FAGUNDES,D
2684,PB,20877,MATARACA,D
2685,PB,19682,TENÓRIO,C
2686,PB,20338,IBIARA,D
2687,PB,19364,CACIMBAS,D
2688,PB,21873,SÃO JOSÉ DE CAIANA,D
2689,PB,21377,PIRPIRITUBA,D
2690,PB,19909,AREIA DE BARAÚNAS,E
2691,PB,21776,SANTA TERESINHA,D
2692,PB,19208,RIACHÃO,D
2693,PB,20559,JUAZEIRINHO,E
2694,PB,21970,SÃO JOSÉ DOS CORDEIROS,E
2695,PB,21610,SALGADINHO,D
2696,PB,20630,LAGOA,D
2697,PB,21997,SÃO MAMEDE,D
2698,PB,21830,SÃO JOÃO DO TIGRE,C
2699,PB,21091,OLHO D'ÁGUA,E
2700,PB,20699,LASTRO,D
2701,PB,19186,SERTÃOZINHO,E
2702,PB,19607,CASSERENGUE,D
2703,PB,20036,CUITÉ,D
2704,PB,20478,JACARAÚ,D
2705,PB,19763,ALCANTIL,D
2706,PB,20710,LIVRAMENTO,D
2707,PB,21415,POCINHOS,E
2708,PB,20419,ITAPORANGA,D
2709,PB,20850,MASSARANDUBA,D
2710,PB,20397,ITABAIANA,D
2711,PB,19119,ALHANDRA,D
2712,PB,19860,SÃO FRANCISCO,C
2713,PB,21431,POMBAL,D
2714,PB,19690,CACIMBA DE AREIA,D
2715,PB,19780,BARRA DE SANTANA,D
2716,PB,20753,MÃE D'ÁGUA,D
2717,PB,22233,SOLEDADE,D
2718,PB,19275,DAMIÃO,E
2719,PB,22330,TAVARES,D
2720,PB,19020,SOBRADO,D
2721,PB,19534,IGARACY,E
2722,PB,19445,SÃO JOSÉ DE PRINCESA,D
2723,PB,20532,JUAREZ TÁVORA,D
2724,PB,21938,SÃO JOSÉ DO BONFIM,D
2725,PB,19852,CATINGUEIRA,D
2726,PB,19321,ASSUNÇÃO,D
2727,PB,20737,LUCENA,E
2728,PB,19720,PARARI,D
2729,PB,19887,VIEIRÓPOLIS,D
2730,PB,19283,SOSSÊGO,D
2731,PB,19917,CONDADO,D
2732,PB,20010,CUBATI,D
2733,PB,19127,RIACHÃO DO BACAMARTE,D
2734,PB,19828,RIACHO DE SANTO ANTÔNIO,D
2735,PB,19160,LOGRADOURO,D
2736,PB,22152,SERRA GRANDE,D
2737,PB,19739,CAIÇARA,D
2738,PB,20958,MONTEIRO,D
2739,PB,22098,SÃO VICENTE DO SERIDÓ,E
2740,PB,22195,SERRARIA,E
2741,PB,20770,MALTA,D
2742,PB,21890,SÃO JOSÉ DE ESPINHARAS,E
2743,PB,20095,DESTERRO,D
2744,PB,19097,ALAGOINHA,D
2745,PB,21130,OURO VELHO,D
2746,PB,21717,SANTANA DE MANGUEIRA,E
2747,PB,19925,ALGODÃO DE JANDAÍRA,D
2748,PB,21679,SANTA HELENA,D
2749,PB,20133,DIAMANTE,D
2750,PB,20079,CURRAL VELHO,D
2751,PB,20613,JURU,D
2752,PB,20915,MONTADAS,C
2753,PB,19151,ARAÇAGI,D
2754,PB,21652,SANTA CRUZ,E
2755,PB,21954,SÃO JOSÉ DO SABUGI,D
2756,PB,20117,VISTA SERRANA,D
2757,PB,19577,BREJO DO CRUZ,D
2758,PB,19232,AREIAL,D
2759,PB,20311,GURJÃO,D
2760,PB,19500,BERNARDINO BATISTA,D
2761,PB,19461,MARIZÓPOLIS,D
2762,PB,19968,MARCAÇÃO,D
2763,PB,21032,NOVA FLORESTA,E
2764,PB,19623,GADO BRAVO,D
2765,PB,19631,CABACEIRAS,E
2766,PB,20656,LAGOA DE DENTRO,D
2767,PB,19470,BOM SUCESSO,E
2768,PB,20974,MULUNGU,D
2769,PB,19488,MATO GROSSO,D
2770,PB,21113,OLIVEDOS,E
2771,PB,19380,CAJAZEIRINHAS,D
2772,PB,20990,NATUBA,D
2773,PB,19399,BELÉM,E
2774,PB,19224,SÃO DOMINGOS DO CARIRI,E
2775,PB,20818,MANAÍRA,D
2776,PB,19429,SÃO DOMINGOS,D
2777,PB,19240,CARAÚBAS,D
2778,PB,19844,APARECIDA,D
2779,PB,22039,SÃO SEBASTIÃO DE LAGOA DE ROÇA,C
2780,PB,20354,IMACULADA,E
2781,PE,24694,LAGOA DE ITAENGA,D
2782,PE,23116,ALAGOINHA,D
2783,PE,25216,PETROLINA,D
2784,PE,26034,TERRA NOVA,D
2785,PE,24635,JOAQUIM NABUCO,D
2786,PE,24074,FEIRA NOVA,E
2787,PE,23183,LAGOA GRANDE,E
2788,PE,25453,SALOÁ,D
2789,PE,23159,ALTINHO,D
2790,PE,24970,OURICURI,D
2791,PE,23671,CALUMBI,D
2792,PE,23248,MANARI,D
2793,PE,23299,BELÉM DE MARIA,E
2794,PE,24295,IATI,D
2795,PE,24791,MACAPARANA,D
2796,PE,25992,TAQUARITINGA DO NORTE,E
2797,PE,23264,JATOBÁ,D
2798,PE,25313,RECIFE,E
2799,PE,24198,GARANHUNS,E
2800,PE,25194,PETROLÂNDIA,D
2801,PE,23817,CARUARU,D
2802,PE,24171,GAMELEIRA,E
2803,PE,23035,AFRÂNIO,D
2804,PE,25275,PRIMAVERA,E
2805,PE,23027,LAGOA DO CARRO,E
2806,PE,25658,SÃO JOAQUIM DO MONTE,D
2807,PE,25151,PEDRA,D
2808,PE,25259,POMBOS,D
2809,PE,23310,BELÉM DO SÃO FRANCISCO,D
2810,PE,26158,TUPANATINGA,D
2811,PE,23051,AGRESTINA,E
2812,PE,23140,DORMENTES,D
2813,PE,26190,VENTUROSA,D
2814,PE,23191,ANGELIM,E
2815,PE,25895,SURUBIM,D
2816,PE,23957,CORTÊS,D
2817,PE,26174,TUPARETAMA,E
2818,PE,24236,GOIANA,E
2819,PE,25135,PAULISTA,E
2820,PE,25291,QUIPAPÁ,E
2821,PE,26336,ITAPISSUMA,E
2822,PE,24570,JABOATÃO DOS GUARARAPES,E
2823,PE,25690,SÃO JOSÉ DO BELMONTE,D
2824,PE,23590,CABROBÓ,D
2825,PE,23795,CARPINA,D
2826,PE,25852,MOREILÂNDIA,D
2827,PE,23493,BREJINHO,D
2828,PE,24490,ITAÍBA,E
2829,PE,23213,ARARIPINA,D
2830,PE,23574,CABO DE SANTO AGOSTINHO,E
2831,PE,23000,QUIXABA,D
2832,PE,25917,TABIRA,D
2833,PE,23612,CACHOEIRINHA,D
2834,PE,23892,CHÃ GRANDE,D
2835,PE,24775,LIMOEIRO,D
2836,PE,23396,BODOCÓ,D
2837,PE,25771,SERRA TALHADA,E
2838,PE,25755,SÃO VICENTE FÉRRER,D
2839,PE,25070,PARNAMIRIM,E
2840,PE,23833,CATENDE,D
2841,PE,23558,BUÍQUE,E
2842,PE,23272,BARREIROS,D
2843,PE,24333,IBIRAJUBA,D
2844,PE,25330,RIACHO DAS ALMAS,E
2845,PE,24759,LAJEDO,E
2846,PE,23930,CORRENTES,E
2847,PE,25470,SANHARÓ,E
2848,PE,25011,PALMEIRINA,E
2849,PE,23353,BETÂNIA,D
2850,PE,24899,NAZARÉ DA MATA,E
2851,PE,26077,TORITAMA,D
2852,PE,23418,BOM CONSELHO,E
2853,PE,24651,JUPI,D
2854,PE,24155,FREI MIGUELINHO,D
2855,PE,24678,JUREMA,E
2856,PE,25232,POÇÃO,D
2857,PE,24392,INAJÁ,D
2858,PE,25593,SÃO BENTO DO UNA,D
2859,PE,25836,SIRINHAÉM,E
2860,PE,26050,TIMBAÚBA,D
2861,PE,24376,IGUARACY,E
2862,PE,24350,IGARASSU,E
2863,PE,25496,SANTA CRUZ DO CAPIBARIBE,D
2864,PE,24538,ITAPETIM,D
2865,PE,23019,AFOGADOS DA INGAZEIRA,D
2866,PE,25712,SÃO JOSÉ DO EGITO,E
2867,PE,23094,ÁGUAS BELAS,D
2868,PE,24511,ILHA DE ITAMARACÁ,E
2869,PE,23450,BONITO,D
2870,PE,24473,ITACURUBA,E
2871,PE,23990,CUPIRA,D
2872,PE,23914,CONDADO,E
2873,PE,24031,ESCADA,D
2874,PE,23086,VERTENTE DO LÉRIO,D
2875,PE,26298,CAMARAGIBE,E
2876,PE,24910,OLINDA,E
2877,PE,24252,GRANITO,E
2878,PE,23477,BREJÃO,D
2879,PE,25178,PESQUEIRA,D
2880,PE,26239,VERTENTES,D
2881,PE,23515,BREJO DA MADRE DE DEUS,E
2882,PE,25410,SALGADINHO,E
2883,PE,23736,CANHOTINHO,D
2884,PE,25550,SANTA TEREZINHA,E
2885,PE,25810,SERTÂNIA,D
2886,PE,23230,ARCOVERDE,D
2887,PE,24597,JATAÚBA,D
2888,PE,24317,IBIMIRIM,D
2889,PE,24619,JOÃO ALFREDO,D
2890,PE,24716,LAGOA DO OURO,D
2891,PE,24953,OROCÓ,E
2892,PE,24937,OROBÓ,E
2893,PE,24015,CUSTÓDIA,D
2894,PE,23132,ALIANÇA,D
2895,PE,23752,CAPOEIRAS,D
2896,PE,23337,BELO JARDIM,E
2897,PE,25976,ITAMBÉ,D
2898,PE,23329,SANTA FILOMENA,E
2899,PE,23698,CAMOCIM DE SÃO FÉLIX,D
2900,PE,23302,JAQUEIRA,E
2901,PE,25119,PAUDALHO,E
2902,PE,24279,GRAVATÁ,E
2903,PE,24058,EXU,E
2904,PE,25739,SÃO LOURENÇO DA MATA,D
2905,PE,23256,BARRA DE GUABIRABA,E
2906,PE,23205,ARAÇOIABA,E
2907,PE,23655,CALÇADO,D
2908,PE,23876,CHÃ DE ALEGRIA,E
2909,PE,24996,PALMARES,D
2910,PE,25798,SERRITA,E
2911,PE,25437,SALGUEIRO,E
2912,PE,23434,BOM JARDIM,E
2913,PE,24457,IPUBI,D
2914,PE,26310,ABREU E LIMA,E
2915,PE,24872,MORENO,E
2916,PE,23078,ÁGUA PRETA,D
2917,PE,26212,VERDEJANTE,D
2918,PE,26093,TRACUNHAÉM,D
2919,PE,25054,PARANATAMA,D
2920,PE,24430,IPOJUCA,E
2921,PE,25615,SÃO CAITANO,D
2922,PE,26271,VITÓRIA DE SANTO ANTÃO,D
2923,PE,23370,BEZERROS,D
2924,PE,24732,LAGOA DOS GATOS,D
2925,PE,23850,CEDRO,D
2926,PE,25534,SANTA MARIA DO CAMBUCÁ,E
2927,PE,25518,SANTA MARIA DA BOA VISTA,D
2928,PE,24139,FLORESTA,E
2929,PE,23639,CAETÉS,E
2930,PE,25950,TACARATU,D
2931,PE,24112,FLORES,D
2932,PE,23043,SANTA CRUZ DA BAIXA VERDE,D
2933,PE,24090,FERREIROS,D
2934,PE,25356,RIBEIRÃO,D
2935,PE,23779,CARNAÍBA,D
2936,PE,25631,SÃO JOÃO,D
2937,PE,30015,FERNANDO DE NORONHA,E
2938,PE,23280,TAMANDARÉ,D
2939,PE,24210,GLÓRIA DO GOITÁ,E
2940,PE,25038,PANELAS,D
2941,PE,25372,RIO FORMOSO,E
2942,PE,23710,CAMUTANGA,E
2943,PE,24554,ITAQUITINGA,E
2944,PE,23531,BUENOS AIRES,D
2945,PE,25097,PASSIRA,D
2946,PE,24830,MARAIAL,D
2947,PE,23108,SANTA CRUZ,E
2948,PE,25933,TACAIMBÓ,E
2949,PE,23175,AMARAJI,E
2950,PE,26255,VICÊNCIA,D
2951,PE,23973,CUMARU,D
2952,PE,26131,TRIUNFO,C
2953,PE,23167,CARNAUBEIRA DA PENHA,E
2954,PE,24414,INGAZEIRA,E
2955,PE,23124,JUCATI,E
2956,PE,25879,SOLIDÃO,D
2957,PE,23060,XEXÉU,E
2958,PE,25577,SÃO BENEDITO DO SUL,E
2959,PE,23221,CASINHAS,E
2960,PE,25674,SÃO JOSÉ DA COROA GRANDE,E
2961,PE,25399,SAIRÉ,D
2962,PE,26018,TEREZINHA,E
2963,PE,24856,MIRANDIBA,D
2964,PE,24813,MACHADOS,D
2965,PE,26115,TRINDADE,E
2966,PI,12190,TERESINA,D
2967,PI,10553,CONCEIÇÃO DO CANINDÉ,D
2968,PI,10812,FRANCISCO AYRES,D
2969,PI,11495,PALMEIRAIS,D
2970,PI,10774,FLORIANO,D
2971,PI,11452,PAES LANDIM,D
2972,PI,12076,SÃO MIGUEL DO TAPUIO,D
2973,PI,12106,ASSUNÇÃO DO PIAUÍ,D
2974,PI,12220,LAGOA DO SÍTIO,D
2975,PI,11533,PARNAÍBA,D
2976,PI,12610,SÃO GONÇALO DO GURGUÉIA,D
2977,PI,12050,SÃO JULIÃO,D
2978,PI,10758,FLORES DO PIAUÍ,D
2979,PI,10693,ELESBÃO VELOSO,D
2980,PI,12300,RIACHO FRIO,D
2981,PI,10880,MORRO CABEÇA NO TEMPO,D
2982,PI,11851,SANTA LUZ,D
2983,PI,12068,SEBASTIÃO LEAL,D
2984,PI,11754,REGENERAÇÃO,D
2985,PI,11010,ITAUEIRA,D
2986,PI,10782,GEMINIANO,D
2987,PI,10014,AGRICOLÂNDIA,E
2988,PI,10766,CURRAIS,D
2989,PI,10057,ALTO LONGÁ,D
2990,PI,11991,SÃO JOÃO DO PIAUÍ,D
2991,PI,11134,LUIS CORREIA,D
2992,PI,11894,SANTO INÁCIO DO PIAUÍ,D
2993,PI,10707,CAPITÃO GERVÁSIO OLIVEIRA,D
2994,PI,10740,CAMPO LARGO DO PIAUÍ,D
2995,PI,10855,FRONTEIRAS,D
2996,PI,10537,COCAL,D
2997,PI,11436,PADRE MARCOS,D
2998,PI,10731,ESPERANTINA,D
2999,PI,11398,OEIRAS,E
3000,PI,12360,COCAL DE TELHA,D
3001,PI,12521,TANQUE DO PIAUÍ,D
3002,PI,10448,SANTA CRUZ DOS MILAGRES,D
3003,PI,10898,GUADALUPE,D
3004,PI,11592,PICOS,D
3005,PI,12696,COCAL DOS ALVES,E
3006,PI,10910,HUGO NAPOLEÃO,D
3007,PI,12246,MILTON BRANDÃO,D
3008,PI,10316,BENEDITINOS,D
3009,PI,10278,BARRO DURO,D
3010,PI,11150,LUZILÂNDIA,D
3011,PI,11479,PALMEIRA DO PIAUÍ,D
3012,PI,10324,LAGOA ALEGRE,E
3013,PI,12629,SÃO LUIS DO PIAUÍ,D
3014,PI,10022,ALEGRETE DO PIAUÍ,D
3015,PI,12211,UNIÃO,D
3016,PI,11576,PEDRO II,E
3017,PI,10669,BOA HORA,D
3018,PI,11711,PRATA DO PIAUÍ,D
3019,PI,10901,NOVO SANTO ANTÔNIO,D
3020,PI,12319,ALAGOINHA DO PIAUÍ,D
3021,PI,11614,PIMENTEIRAS,E
3022,PI,10960,NOVA SANTA RITA,E
3023,PI,12424,LAGOA DO PIAUÍ,D
3024,PI,10685,DOM INOCÊNCIO,D
3025,PI,10383,PATOS DO PIAUÍ,C
3026,PI,10073,ALTOS,E
3027,PI,10871,GILBUÉS,D
3028,PI,11517,PARNAGUÁ,D
3029,PI,12467,MASSAPÊ DO PIAUÍ,D
3030,PI,10235,BARRAS,D
3031,PI,12297,DIRCEU ARCOVERDE,D
3032,PI,10715,ELISEU MARTINS,D
3033,PI,11193,MARCOS PARENTE,D
3034,PI,12130,SIMÕES,E
3035,PI,11118,LANDRI SALES,E
3036,PI,12181,CURRAL NOVO DO PIAUÍ,E
3037,PI,11070,JOAQUIM PIRES,E
3038,PI,11339,NAZARÉ DO PIAUÍ,D
3039,PI,10430,CAMPO MAIOR,D
3040,PI,11835,SANTA FILOMENA,D
3041,PI,10090,AMARANTE,D
3042,PI,10294,BATALHA,D
3043,PI,10030,ÁGUA BRANCA,D
3044,PI,12017,SÃO JOSÉ DO PEIXE,D
3045,PI,10200,COLÔNIA DO GURGUÉIA,D
3046,PI,10162,CANAVIEIRA,D
3047,PI,10375,BOM JESUS,D
3048,PI,11371,NOVO ORIENTE DO PIAUÍ,D
3049,PI,11096,JOSÉ DE FREITAS,D
3050,PI,12351,CAMPO ALEGRE DO FIDALGO,D
3051,PI,12513,SUSSUAPARA,D
3052,PI,10480,SANTANA DO PIAUÍ,E
3053,PI,12025,SÃO JOÃO DA VARJOTA,D
3054,PI,10545,SIGEFREDO PACHECO,D
3055,PI,12033,SÃO JOSÉ DO PIAUÍ,D
3056,PI,12416,JUAZEIRO DO PIAUÍ,D
3057,PI,10456,CANTO DO BURITI,D
3058,PI,12289,PAVUSSU,D
3059,PI,10138,ANÍSIO DE ABREU,D
3060,PI,10111,ANGICAL DO PIAUÍ,D
3061,PI,10243,CORONEL JOSÉ DIAS,D
3062,PI,10405,PASSAGEM FRANCA DO PIAUÍ,D
3063,PI,11673,PIRIPIRI,D
3064,PI,12114,SÃO RAIMUNDO NONATO,E
3065,PI,12254,VALENÇA DO PIAUÍ,E
3066,PI,12483,OLHO D'ÁGUA DO PIAUÍ,D
3067,PI,12394,JATOBÁ DO PIAUÍ,D
3068,PI,12149,BOQUEIRÃO DO PIAUÍ,D
3069,PI,10820,ILHA GRANDE,D
3070,PI,12661,SÃO MIGUEL DA BAIXA GRANDE,D
3071,PI,10049,BAIXA GRANDE DO RIBEIRO,D
3072,PI,10103,BURITI DOS MONTES,D
3073,PI,12238,URUÇUÍ,D
3074,PI,10227,COLÔNIA DO PIAUÍ,D
3075,PI,10308,JARDIM DO MULATO,E
3076,PI,12270,VÁRZEA GRANDE,E
3077,PI,11630,PIO IX,C
3078,PI,10618,CRISTINO CASTRO,D
3079,PI,10790,FRANCINÓPOLIS,E
3080,PI,10219,AVELINO LOPES,E
3081,PI,10510,CASTELO DO PIAUÍ,D
3082,PI,11819,SANTA CRUZ DO PIAUÍ,D
3083,PI,10332,BERTOLÍNIA,D
3084,PI,11916,SÃO FÉLIX DO PIAUÍ,D
3085,PI,12530,TAMBORIL DO PIAUÍ,D
3086,PI,12009,SÃO JOÃO DA FRONTEIRA,D
3087,PI,10120,CABECEIRAS DO PIAUÍ,D
3088,PI,11274,MONSENHOR GIL,D
3089,PI,11878,SANTO ANTÔNIO DE LISBOA,D
3090,PI,10154,ANTÔNIO ALMEIDA,D
3091,PI,12092,SÃO PEDRO DO PIAUÍ,E
3092,PI,10987,SÃO JOÃO DO ARRAIAL,E
3093,PI,12262,PAJEÚ DO PIAUÍ,E
3094,PI,12335,BELÉM DO PIAUÍ,D
3095,PI,10499,CARACOL,D
3096,PI,10839,FRANCISCO SANTOS,D
3097,PI,11975,SÃO JOÃO DA SERRA,E
3098,PI,10600,BARRA D'ALCÂNTARA,E
3099,PI,11312,MONTE ALEGRE DO PIAUÍ,D
3100,PI,11959,SÃO GONÇALO DO PIAUÍ,D
3101,PI,12203,JÚLIO BORGES,D
3102,PI,10936,INHUMA,E
3103,PI,10340,LAGOA DO BARRO DO PIAUÍ,D
3104,PI,11231,MIGUEL ALVES,E
3105,PI,11088,SÃO JOÃO DA CANABRAVA,E
3106,PI,10847,JUREMA,D
3107,PI,10359,BOCAINA,D
3108,PI,11355,NOSSA SENHORA DOS REMÉDIOS,D
3109,PI,11657,PIRACURUCA,D
3110,PI,10081,BONFIM DO PIAUÍ,D
3111,PI,12572,CAJUEIRO DA PRAIA,D
3112,PI,10995,ITAINÓPOLIS,D
3113,PI,10286,JACOBINA DO PIAUÍ,D
3114,PI,12122,BETÂNIA DO PIAUÍ,D
3115,PI,12580,CURRALINHOS,D
3116,PI,10413,CAMPINAS DO PIAUÍ,D
3117,PI,10391,BURITI DOS LOPES,D
3118,PI,12084,ALVORADA DO GURGUÉIA,D
3119,PI,12157,SIMPLÍCIO MENDES,D
3120,PI,11932,SÃO FRANCISCO DO PIAUÍ,D
3121,PI,11215,MATIAS OLÍMPIO,E
3122,PI,10189,COIVARAS,D
3123,PI,12165,CARIDADE DO PIAUÍ,D
3124,PI,10260,FARTURA DO PIAUÍ,D
3125,PI,10561,SÃO LOURENÇO DO PIAUÍ,D
3126,PI,11177,MANOEL EMÍDIO,D
3127,PI,12408,JOCA MARQUES,D
3128,PI,10472,CAPITÃO DE CAMPOS,E
3129,PI,11738,REDENÇÃO DO GURGUÉIA,D
3130,PI,10952,IPIRANGA DO PIAUÍ,E
3131,PI,11797,RIO GRANDE DO PIAUÍ,D
3132,PI,12440,MADEIRO,D
3133,PI,12637,FLORESTA DO PIAUÍ,D
3134,PI,11550,PAULISTANA,D
3135,PI,10928,NOSSA SENHORA DE NAZARÉ,D
3136,PI,10006,BRASILEIRA,D
3137,PI,10570,CORRENTE,D
3138,PI,10529,SÃO JOSÉ DO DIVINO,D
3139,PI,12734,AROEIRAS DO ITAIM,D
3140,PI,10146,CALDEIRÃO GRANDE DO PIAUÍ,E
3141,PI,12556,VERA MENDES,D
3142,PI,11410,DOMINGOS MOURÃO,E
3143,PI,10650,DEMERVAL LOBÃO,D
3144,PI,10421,QUEIMADA NOVA,D
3145,PI,11053,JERUMENHA,E
3146,PI,10596,CRISTALÂNDIA DO PIAUÍ,D
3147,PI,12041,SEBASTIÃO BARROS,D
3148,PI,10634,CURIMATÁ,D
3149,PI,11690,PORTO,D
3150,PI,11290,MONSENHOR HIPÓLITO,D
3151,PI,12599,PORTO ALEGRE DO PIAUÍ,D
3152,PI,10863,LAGOA DE SÃO FRANCISCO,E
3153,PI,12688,CAXINGÓ,D
3154,PI,12386,JOÃO COSTA,D
3155,PI,12548,VILA NOVA DO PIAUÍ,D
3156,PI,10251,BARREIRAS DO PIAUÍ,D
3157,PI,12564,WALL FERRAZ,E
3158,PI,10065,BOM PRINCÍPIO DO PIAUÍ,E
3159,PI,12726,NAZÁRIA,E
3160,PI,10677,DOM EXPEDITO LOPES,D
3161,PI,11037,JAICÓS,E
3162,PI,10464,SANTA ROSA DO PIAUÍ,D
3163,PI,10626,BELA VISTA DO PIAUÍ,D
3164,PI,12491,PEDRO LAURENTINO,D
3165,PI,12432,LAGOINHA DO PIAUÍ,E
3166,PI,11770,RIBEIRO GONÇALVES,D
3167,PI,12718,PAU D'ARCO DO PIAUÍ,D
3168,PI,10367,MARCOLÂNDIA,D
3169,PI,12327,ACAUÃ,D
3170,PI,10979,ISAÍAS COELHO,E
3171,PI,12173,SOCORRO DO PIAUÍ,E
3172,PI,10502,SÃO BRAZ DO PIAUÍ,D
3173,PI,12602,RIBEIRA DO PIAUÍ,D
3174,PI,10723,CAMPO GRANDE DO PIAUÍ,D
3175,PI,10804,GUARIBAS,E
3176,PI,10944,PAQUETÁ,C
3177,PI,12475,MURICI DOS PORTELAS,D
3178,PI,12653,SANTO ANTÔNIO DOS MILAGRES,E
3179,PI,10642,BREJO DO PIAUÍ,D
3180,PI,10588,VÁRZEA BRANCA,E
3181,PI,12670,CARAÚBAS DO PIAUÍ,D
3182,PI,12343,CAJAZEIRAS DO PIAUÍ,E
3183,PI,10170,AROAZES,C
3184,PI,12505,SÃO FRANCISCO DE ASSIS DO PIAUÍ,D
3185,PI,11258,MIGUEL LEÃO,D
3186,PI,10197,ARRAIAL,D
3187,PI,12378,FRANCISCO MACEDO,D
3188,PI,12700,SÃO MIGUEL DO FIDALGO,D
3189,PI,12459,MORRO DO CHAPÉU DO PIAUÍ,D
3190,PR,75639,FOZ DO IGUAÇU,D
3191,PR,77690,PIRAQUARA,D
3192,PR,76678,LONDRINA,E
3193,PR,79430,WENCESLAU BRAZ,D
3194,PR,78131,RIBEIRÃO CLARO,D
3195,PR,75353,CURITIBA,C
3196,PR,75345,FERNANDES PINHEIRO,D
3197,PR,75302,ESPERANÇA NOVA,D
3198,PR,75973,IMBITUVA,E
3199,PR,79693,PÉROLA,E
3200,PR,79014,SENGÉS,D
3201,PR,74098,ALTO PARANÁ,D
3202,PR,78875,SÃO MATEUS DO SUL,D
3203,PR,77232,NOVA FÁTIMA,D
3204,PR,77895,PRIMEIRO DE MAIO,D
3205,PR,78859,SÃO JOSÉ DOS PINHAIS,D
3206,PR,74250,APUCARANA,E
3207,PR,74357,ARAUCÁRIA,D
